,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,capture_id,image_rank_in_capture,image_path_rel,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_visible,p_users_identified_this_species,pielous_evenness_index,labels,label,file,bbox,max_detection_conf,question__species
5795,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,9108,20566,ENO_S1#D04#2#566,1,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG1486.JPG,ENO_S1,D04,2,557,2018-12-04,13:18:44,31960304,4,4,4,0.17,0.0,0.67,1.0,0.0,0.0,,0.67,0.72,13,2.0,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG1486.JPG,"[0.088, 0.31, 0.014, 0.011]",0.78,wildebeest
4392,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,13168,ENO_S1#C05#2#693,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1617.JPG,ENO_S1,C05,2,677,2018-12-02,05:38:55,31955840,1,1,1,0.0,1.0,0.0,0.0,0.0,,,0.2,1.0,30,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1617.JPG,"[0.317, 0.399, 0.029, 0.051]",0.446,cheetah
1452,6932,6932,6932,6932,6932,6932,6932,6932,6932,6932,6932,6932,6932,6932,6932,6932,12438,ENO_S1#C05#2#419,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0989.JPG,ENO_S1,C05,2,411,2018-11-21,05:39:08,31955539,2,1,1,0.56,0.0,0.67,0.0,0.0,0.0,,0.9,0.66,9,32.0,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0989.JPG,"[0.806, 0.402, 0.041, 0.048]",0.929,hyena
8619,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,8672,19748,ENO_S1#D04#2#291,2,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0720.JPG,ENO_S1,D04,2,284,2018-11-15,12:35:48,31960000,9,7,1,0.9,0.0,0.3,0.7,0.0,0.1,,1.0,0.44,13,2.0,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0720.JPG,"[0.561, 0.148, 0.008, 0.008]",0.824,wildebeest
828,5684,5684,5684,5684,5684,5684,5684,5684,5684,5684,5684,5684,5684,5684,5684,5684,10080,ENO_S1#C05#1#709,1,ENO_S1/C05/C05_R1/ENO_S1_C05_R1_IMAG1577.JPG,ENO_S1,C05,1,702,2018-10-02,09:30:52,31954868,1,1,1,0.1,0.0,0.8,0.3,0.0,0.0,,1.0,0.95,13,2.0,ENO_S1/C05/C05_R1/ENO_S1_C05_R1_IMAG1577.JPG,"[0.984, 0.483, 0.016, 0.049]",0.972,wildebeest
5700,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,8452,ENO_S1#C04#2#216,1,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0432.JPG,ENO_S1,C04,2,212,2018-12-02,07:32:22,31953855,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,20,20.0,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0432.JPG,"[0.931, 0.286, 0.012, 0.009]",0.93,fox
603,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109,3865,ENO_S1#B05#2#11,1,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0023.JPG,ENO_S1,B05,2,11,2018-10-28,18:43:04,31951857,1,1,1,0.4,0.0,0.6,0.0,0.0,0.0,,1.0,0.0,38,0.0,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0023.JPG,"[0.528, 0.256, 0.155, 0.219]",0.972,hartebeest
5937,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,30278,ENO_S1#E05#1#12,3,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0036.JPG,ENO_S1,E05,1,12,2018-10-25,16:26:04,32004091,1,1,1,0.67,0.0,0.33,0.0,0.0,0.0,,0.9,0.47,19,,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0036.JPG,"[0.118, 0.324, 0.051, 0.05]",0.948,leopard
4054,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,5447,8452,ENO_S1#C04#2#216,1,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0432.JPG,ENO_S1,C04,2,212,2018-12-02,07:32:22,31953855,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,20,20.0,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0432.JPG,"[0.931, 0.286, 0.012, 0.009]",0.93,fox
1512,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,3411,ENO_S1#B05#1#66,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0156.JPG,ENO_S1,B05,1,65,2018-10-04,01:50:00,31951808,1,1,1,0.3,0.0,0.7,0.2,0.0,0.0,,1.0,0.0,15,14.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0156.JPG,"[0.81, 0.425, 0.175, 0.146]",0.835,porcupine
6064,4599,4599,4599,4599,4599,4599,4599,4599,4599,4599,4599,4599,4599,4599,4599,4599,7369,ENO_S1#C04#1#61,3,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0139.JPG,ENO_S1,C04,1,58,2018-09-28,07:40:32,31953689,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.7,0.68,38,0.0,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0139.JPG,"[0.436, 0.264, 0.259, 0.396]",0.975,hartebeest
6647,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,562,ENO_S1#B02#1#152,2,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0401.JPG,ENO_S1,B02,1,149,2018-11-08,13:56:42,31877254,1,1,1,0.33,0.0,0.67,0.0,0.0,0.0,,0.3,0.81,34,3.0,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0401.JPG,"[0.393, 0.3, 0.012, 0.014]",0.793,ostrich
8275,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,3732,ENO_S1#B05#1#227,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0487.JPG,ENO_S1,B05,1,213,2018-10-21,06:36:25,31951717,1,1,1,0.33,0.0,0.89,0.0,0.0,0.0,,0.9,0.47,19,,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0487.JPG,"[0.34, 0.347, 0.166, 0.114]",0.959,leopard
5874,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,2649,ENO_S1#B03#1#393,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1075.JPG,ENO_S1,B03,1,393,2018-11-17,13:02:20,31878765,1,1,1,0.14,0.0,0.86,0.0,0.0,0.14,0.0,0.7,0.68,25,21.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1075.JPG,"[0.419, 0.424, 0.307, 0.542]",0.977,duiker
6109,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,9374,30278,ENO_S1#E05#1#12,3,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0036.JPG,ENO_S1,E05,1,12,2018-10-25,16:26:04,32004091,1,1,1,0.67,0.0,0.33,0.0,0.0,0.0,,0.9,0.47,19,,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0036.JPG,"[0.118, 0.324, 0.051, 0.05]",0.948,leopard
5515,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,2885,4739,ENO_S1#B05#2#348,1,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0892.JPG,ENO_S1,B05,2,344,2018-11-28,21:10:32,31952118,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,22,17.0,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0892.JPG,"[0.518, 0.372, 0.144, 0.086]",0.937,aardvark
9002,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,8295,18942,ENO_S1#D04#1#73,1,ENO_S1/D04/D04_R1/ENO_S1_D04_R1_IMAG0129.JPG,ENO_S1,D04,1,68,2018-10-08,15:20:16,31959766,2,2,1,0.2,0.0,0.4,0.8,0.0,0.0,,0.5,0.75,34,3.0,ENO_S1/D04/D04_R1/ENO_S1_D04_R1_IMAG0129.JPG,"[0.753, 0.215, 0.009, 0.014]",0.947,ostrich
4111,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,565,ENO_S1#B02#1#152,3,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0402.JPG,ENO_S1,B02,1,149,2018-11-08,13:56:42,31877254,1,1,1,0.33,0.0,0.67,0.0,0.0,0.0,,0.3,0.81,34,3.0,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0402.JPG,"[0.684, 0.308, 0.011, 0.009]",0.832,ostrich
7701,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363,2363,4150,ENO_S1#B05#2#129,2,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0310.JPG,ENO_S1,B05,2,127,2018-11-11,07:29:04,31951877,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.67,0.72,33,11.0,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0310.JPG,"[0.98, 0.395, 0.02, 0.095]",0.756,eland
5192,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,2650,ENO_S1#B03#1#393,2,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1076.JPG,ENO_S1,B03,1,393,2018-11-17,13:02:20,31878765,1,1,1,0.14,0.0,0.86,0.0,0.0,0.14,0.0,0.7,0.68,25,21.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1076.JPG,,0.0,duiker
5564,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,4653,ENO_S1#B05#2#317,1,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0809.JPG,ENO_S1,B05,2,313,2018-11-27,05:45:55,31952084,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.8,0.58,19,,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0809.JPG,"[0.62, 0.349, 0.167, 0.134]",0.957,leopard
5863,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,3283,ENO_S1#B05#1#13,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0031.JPG,ENO_S1,B05,1,12,2018-09-30,03:34:22,31951620,1,1,1,0.22,0.0,0.78,0.0,0.0,0.0,,0.9,0.47,19,,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0031.JPG,"[0, 0.884, 0.037, 0.084]",0.965,leopard
8639,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3239,ENO_S1#B03#1#621,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,ENO_S1,B03,1,619,2018-12-01,01:44:30,31951541,1,1,1,0.1,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0,9.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,"[0.177, 0.442, 0.319, 0.192]",0.978,african-small-wildcat
3011,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,3655,ENO_S1#B05#1#190,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0408.JPG,ENO_S1,B05,1,178,2018-10-17,23:47:00,31951678,1,1,1,0.1,0.0,0.6,0.3,0.0,0.0,,1.0,0.0,22,17.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0408.JPG,"[0.41, 0.326, 0.11, 0.071]",0.89,aardvark
7665,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,6133,11444,ENO_S1#C05#2#34,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0050.JPG,ENO_S1,C05,2,34,2018-10-28,09:21:18,31955451,10,7,1,0.25,0.0,0.88,0.0,0.0,0.0,,0.8,0.69,38,0.0,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0050.JPG,"[0, 0.265, 0.11, 0.162]",0.962,hartebeest
4951,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3239,ENO_S1#B03#1#621,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,ENO_S1,B03,1,619,2018-12-01,01:44:30,31951541,1,1,1,0.1,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0,9.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,"[0.177, 0.442, 0.319, 0.192]",0.978,african-small-wildcat
6687,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,3243,ENO_S1#B03#1#623,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1671.JPG,ENO_S1,B03,1,621,2018-12-01,22:49:38,31951543,1,1,1,0.5,0.0,0.4,0.1,0.0,0.0,,1.0,0.0,15,14.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1671.JPG,"[0.826, 0.28, 0.098, 0.171]",0.889,porcupine
5106,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3239,ENO_S1#B03#1#621,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,ENO_S1,B03,1,619,2018-12-01,01:44:30,31951541,1,1,1,0.1,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0,9.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,"[0.177, 0.442, 0.319, 0.192]",0.978,african-small-wildcat
7844,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3239,ENO_S1#B03#1#621,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,ENO_S1,B03,1,619,2018-12-01,01:44:30,31951541,1,1,1,0.1,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0,9.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,"[0.177, 0.442, 0.319, 0.192]",0.978,african-small-wildcat
6443,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,2035,3752,ENO_S1#B05#1#235,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0507.JPG,ENO_S1,B05,1,221,2018-10-22,22:54:06,31951726,1,1,1,0.22,0.0,0.78,0.0,0.0,0.0,,1.0,0.0,15,14.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0507.JPG,"[0.516, 0.41, 0.15, 0.237]",0.945,porcupine
2846,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,5064,7864,ENO_S1#C04#1#292,3,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0604.JPG,ENO_S1,C04,1,280,2018-10-15,12:59:50,31953526,11-50,11-50,11-50,0.67,1.0,1.0,0.44,0.0,0.22,,0.9,0.47,33,11.0,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0604.JPG,"[0.655, 0.422, 0.011, 0.014]",0.954,eland
221,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3239,ENO_S1#B03#1#621,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,ENO_S1,B03,1,619,2018-12-01,01:44:30,31951541,1,1,1,0.1,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0,9.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,"[0.177, 0.442, 0.319, 0.192]",0.978,african-small-wildcat
764,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,5613,9865,ENO_S1#C05#1#634,3,ENO_S1/C05/C05_R1/ENO_S1_C05_R1_IMAG1376.JPG,ENO_S1,C05,1,627,2018-09-29,16:31:33,31954785,4,4,3,0.1,0.0,0.2,1.0,0.0,0.0,,1.0,0.44,13,2.0,ENO_S1/C05/C05_R1/ENO_S1_C05_R1_IMAG1376.JPG,"[0.422, 0.438, 0.008, 0.012]",0.941,wildebeest
5253,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,3654,ENO_S1#B05#1#189,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0407.JPG,ENO_S1,B05,1,177,2018-10-17,19:56:03,31951676,1,1,1,0.38,0.0,0.62,0.0,0.0,0.0,,0.89,0.5,15,14.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0407.JPG,"[0.059, 0.293, 0.17, 0.16]",0.95,porcupine
8111,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,562,ENO_S1#B02#1#152,2,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0401.JPG,ENO_S1,B02,1,149,2018-11-08,13:56:42,31877254,1,1,1,0.33,0.0,0.67,0.0,0.0,0.0,,0.3,0.81,34,3.0,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0401.JPG,"[0.393, 0.3, 0.012, 0.014]",0.793,ostrich
7034,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1070,1169,ENO_S1#B02#1#340,3,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0838.JPG,ENO_S1,B02,1,337,2018-11-19,11:31:31,31877736,11-50,2,2,0.88,0.0,0.5,0.25,0.0,0.0,,0.8,0.74,6,10.0,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0838.JPG,"[0.644, 0.234, 0.007, 0.01]",0.764,birdother
858,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,5449,8454,ENO_S1#C04#2#216,3,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0434.JPG,ENO_S1,C04,2,212,2018-12-02,07:32:22,31953855,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,20,20.0,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0434.JPG,"[0.955, 0.291, 0.006, 0.018]",0.042,fox
3166,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,13168,ENO_S1#C05#2#693,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1617.JPG,ENO_S1,C05,2,677,2018-12-02,05:38:55,31955840,1,1,1,0.0,1.0,0.0,0.0,0.0,,,0.2,1.0,30,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1617.JPG,"[0.317, 0.399, 0.029, 0.051]",0.446,cheetah
1783,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,7637,13168,ENO_S1#C05#2#693,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1617.JPG,ENO_S1,C05,2,677,2018-12-02,05:38:55,31955840,1,1,1,0.0,1.0,0.0,0.0,0.0,,,0.2,1.0,30,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1617.JPG,"[0.317, 0.399, 0.029, 0.051]",0.446,cheetah
5730,5074,5074,5074,5074,5074,5074,5074,5074,5074,5074,5074,5074,5074,5074,5074,5074,7874,ENO_S1#C04#1#296,1,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0614.JPG,ENO_S1,C04,1,284,2018-10-15,14:15:18,31953530,4,1,1,0.0,0.0,0.6,0.7,0.0,0.0,,1.0,0.52,13,2.0,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0614.JPG,"[0.53, 0.416, 0.009, 0.016]",0.898,wildebeest
5081,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,3239,ENO_S1#B03#1#621,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,ENO_S1,B03,1,619,2018-12-01,01:44:30,31951541,1,1,1,0.1,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0,9.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1667.JPG,"[0.177, 0.442, 0.319, 0.192]",0.978,african-small-wildcat
8066,7901,7901,7901,7901,7901,7901,7901,7901,7901,7901,7901,7901,7901,7901,7901,7901,15060,ENO_S1#D02#1#75,1,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0127.JPG,ENO_S1,D02,1,72,2018-10-27,23:49:11,31957577,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.95,25,21.0,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0127.JPG,"[0.295, 0.438, 0.164, 0.199]",0.933,duiker
