,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,capture_id,image_rank_in_capture,image_path_rel,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index,labels,label,file,bbox,max_detection_conf,question__species
1842,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,2769,KGA_S1#A07#1#8,3,KGA_S1/A07/A07_R1/KGA_S1_A07_R1_IMAG0022.JPG,KGA_S1,A07,1,8,2018-12-03,18:50:24,33328232,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,50,,KGA_S1/A07/A07_R1/KGA_S1_A07_R1_IMAG0022.JPG,"[0.762, 0.297, 0.238, 0.094]",0.654,badger
1922,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,3862,KGA_S1#A11#1#98,1,KGA_S1/A11/A11_R1/KGA_S1_A11_R1_IMAG0270.JPG,KGA_S1,A11,1,98,2019-01-05,21:05:34,33328719,1,1.0,1.0,0.2,0.0,0.8,0.1,0.0,0.0,,,,1.0,0.0,15,14.0,KGA_S1/A11/A11_R1/KGA_S1_A11_R1_IMAG0270.JPG,"[0.91, 0.352, 0.09, 0.364]",0.638,porcupine
1711,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,3945,KGA_S1#B01#1#35,1,KGA_S1/B01/B01_R1/KGA_S1_B01_R1_IMAG0067.JPG,KGA_S1,B01,1,35,2018-12-30,21:42:52,33328768,1,1.0,1.0,0.2,0.0,0.8,0.0,0.0,0.0,,,,1.0,0.0,15,14.0,KGA_S1/B01/B01_R1/KGA_S1_B01_R1_IMAG0067.JPG,"[0.07, 0.141, 0.535, 0.652]",0.901,porcupine
1284,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,4478,KGA_S1#B03#1#15,1,KGA_S1/B03/B03_R1/KGA_S1_B03_R1_IMAG0037.JPG,KGA_S1,B03,1,15,2018-12-19,03:24:37,33329288,1,1.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,,,,0.9,0.47,22,17.0,KGA_S1/B03/B03_R1/KGA_S1_B03_R1_IMAG0037.JPG,"[0, 0.694, 0.373, 0.122]",0.968,aardvark
2189,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,2085,KGA_S1#A06#1#47,3,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0131.JPG,KGA_S1,A06,1,47,2018-12-02,07:27:27,33327988,4,4.0,4.0,0.4,0.0,1.0,0.9,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0131.JPG,"[0.378, 0.253, 0.017, 0.016]",0.968,gemsbok
430,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,3850,KGA_S1#A11#1#92,1,KGA_S1/A11/A11_R1/KGA_S1_A11_R1_IMAG0258.JPG,KGA_S1,A11,1,92,2018-12-21,20:50:14,33328710,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.5,1.0,25,21.0,KGA_S1/A11/A11_R1/KGA_S1_A11_R1_IMAG0258.JPG,"[0.109, 0.421, 0.16, 0.148]",0.957,duiker
978,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,2151,10169,KGA_S1#B09#1#145,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0426.JPG,KGA_S1,B09,1,145,2019-01-01,12:45:58,33333239,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.71,0.87,45,25.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0426.JPG,"[0.326, 0.387, 0.043, 0.088]",0.968,bustard
2092,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,3861,KGA_S1#A11#1#97,1,KGA_S1/A11/A11_R1/KGA_S1_A11_R1_IMAG0269.JPG,KGA_S1,A11,1,97,2019-01-03,02:58:17,33328717,1,1.0,1.0,1.0,0.0,0.0,0.0,0.09,0.0,,,,0.85,0.49,9,32.0,KGA_S1/A11/A11_R1/KGA_S1_A11_R1_IMAG0269.JPG,"[0.82, 0.274, 0.18, 0.543]",0.866,hyena
1510,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,3829,KGA_S1#A11#1#84,2,KGA_S1/A11/A11_R1/KGA_S1_A11_R1_IMAG0237.JPG,KGA_S1,A11,1,84,2018-12-17,07:45:36,33328699,2,2.0,2.0,0.8,0.0,0.3,0.4,0.4,0.0,2.0,1.0,1.0,0.91,0.44,18,18.0,KGA_S1/A11/A11_R1/KGA_S1_A11_R1_IMAG0237.JPG,"[0.568, 0.414, 0.167, 0.237]",0.971,steenbok
1341,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,2317,KGA_S1#A06#1#129,1,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0361.JPG,KGA_S1,A06,1,129,2018-12-14,06:37:26,33328069,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.33,0.89,4,8.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0361.JPG,"[0.035, 0.012, 0.461, 0.929]",0.954,kudu
610,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,273,KGA_S1#A01#1#109,1,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0279.JPG,KGA_S1,A01,1,109,2018-11-04,11:54:49,33327050,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,34,3.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0279.JPG,"[0.376, 0.001, 0.32, 0.78]",0.977,ostrich
1271,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,2096,10114,KGA_S1#B09#1#129,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0378.JPG,KGA_S1,B09,1,129,2018-12-31,10:43:13,33333223,1,1.0,1.0,0.1,0.0,0.9,0.0,0.0,0.0,,,,1.0,0.0,45,25.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0378.JPG,"[0.764, 0.29, 0.236, 0.52]",0.963,bustard
1389,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,9448,KGA_S1#B07#1#23,2,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0062.JPG,KGA_S1,B07,1,23,2018-12-09,07:50:13,33332991,1,1.0,1.0,0.4,0.0,0.7,0.0,0.0,0.0,,,,1.0,0.0,27,29.0,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0062.JPG,"[0.162, 0.379, 0.092, 0.248]",0.954,birdofprey
2015,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,299,KGA_S1#A01#1#117,3,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0305.JPG,KGA_S1,A01,1,117,2018-11-04,12:10:30,33327058,1,1.0,1.0,0.9,0.0,0.0,0.0,0.1,0.0,,,,1.0,0.0,34,3.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0305.JPG,"[0, 0.001, 0.388, 0.963]",0.978,ostrich
1559,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,4478,KGA_S1#B03#1#15,1,KGA_S1/B03/B03_R1/KGA_S1_B03_R1_IMAG0037.JPG,KGA_S1,B03,1,15,2018-12-19,03:24:37,33329288,1,1.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,,,,0.9,0.47,22,17.0,KGA_S1/B03/B03_R1/KGA_S1_B03_R1_IMAG0037.JPG,"[0, 0.694, 0.373, 0.122]",0.968,aardvark
1736,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,2317,KGA_S1#A06#1#129,1,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0361.JPG,KGA_S1,A06,1,129,2018-12-14,06:37:26,33328069,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.33,0.89,4,8.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0361.JPG,"[0.035, 0.012, 0.461, 0.929]",0.954,kudu
2120,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,2102,10120,KGA_S1#B09#1#131,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0384.JPG,KGA_S1,B09,1,131,2018-12-31,10:47:50,33333225,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.91,0.44,49,31.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0384.JPG,"[0.454, 0.36, 0.022, 0.02]",0.872,secretarybird
240,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,1699,9543,KGA_S1#B07#1#61,2,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0160.JPG,KGA_S1,B07,1,61,2019-01-02,05:56:12,33333026,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.67,0.92,45,25.0,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0160.JPG,"[0.219, 0, 0.24, 0.606]",0.975,bustard
70,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487,4381,KGA_S1#B02#1#143,1,KGA_S1/B02/B02_R1/KGA_S1_B02_R1_IMAG0405.JPG,KGA_S1,B02,1,143,2019-01-02,11:39:14,33329199,1,1.0,1.0,0.9,0.0,0.1,0.0,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B02/B02_R1/KGA_S1_B02_R1_IMAG0405.JPG,"[0.01, 0.001, 0.99, 0.919]",0.976,gemsbok
1420,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,3942,KGA_S1#B01#1#33,2,KGA_S1/B01/B01_R1/KGA_S1_B01_R1_IMAG0064.JPG,KGA_S1,B01,1,33,2018-12-27,16:06:34,33328766,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,5,5.0,KGA_S1/B01/B01_R1/KGA_S1_B01_R1_IMAG0064.JPG,"[0.406, 0.257, 0.018, 0.023]",0.022,jackal
1196,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,2055,KGA_S1#A06#1#37,2,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0102.JPG,KGA_S1,A06,1,37,2018-12-01,07:09:20,33327978,2,1.0,1.0,0.07,0.0,0.93,0.0,0.0,0.0,,,,1.0,1.0,13,2.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0102.JPG,"[0.296, 0.265, 0.015, 0.03]",0.93,wildebeest
73,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,4418,KGA_S1#B02#1#156,1,KGA_S1/B02/B02_R1/KGA_S1_B02_R1_IMAG0442.JPG,KGA_S1,B02,1,156,2019-01-06,02:21:12,33329215,1,1.0,1.0,0.1,0.0,0.9,0.0,0.0,0.0,,,,0.67,0.92,20,20.0,KGA_S1/B02/B02_R1/KGA_S1_B02_R1_IMAG0442.JPG,"[0.395, 0.576, 0.135, 0.153]",0.958,fox
433,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,9884,KGA_S1#B09#1#50,3,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0148.JPG,KGA_S1,B09,1,50,2018-12-05,17:23:59,33333144,1,1.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,49,31.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0148.JPG,"[0.84, 0.327, 0.109, 0.177]",0.851,secretarybird
2170,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,3566,KGA_S1#A10#1#6,1,KGA_S1/A10/A10_R1/KGA_S1_A10_R1_IMAG0016.JPG,KGA_S1,A10,1,6,2018-12-02,01:46:20,33328584,1,1.0,1.0,0.45,0.0,0.55,0.0,0.0,0.0,,,,0.52,0.81,9,32.0,KGA_S1/A10/A10_R1/KGA_S1_A10_R1_IMAG0016.JPG,"[0.868, 0.536, 0.132, 0.182]",0.906,hyena
353,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,2242,KGA_S1#A06#1#99,3,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0285.JPG,KGA_S1,A06,1,99,2018-12-08,18:31:16,33328040,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.91,0.44,33,11.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0285.JPG,"[0.847, 0.397, 0.142, 0.118]",0.928,eland
1491,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,983,2664,KGA_S1#A06#1#255,3,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0709.JPG,KGA_S1,A06,1,255,2019-01-08,08:04:04,33328195,2,2.0,1.0,0.7,0.0,0.8,0.0,0.0,0.0,,,,0.83,0.65,38,0.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0709.JPG,"[0, 0.286, 0.028, 0.051]",0.959,hartebeest
2148,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,2143,10161,KGA_S1#B09#1#144,1,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0422.JPG,KGA_S1,B09,1,144,2019-01-01,12:32:10,33333238,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,0.77,45,25.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0422.JPG,"[0.329, 0.394, 0.044, 0.074]",0.974,bustard
1744,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,9448,KGA_S1#B07#1#23,2,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0062.JPG,KGA_S1,B07,1,23,2018-12-09,07:50:13,33332991,1,1.0,1.0,0.4,0.0,0.7,0.0,0.0,0.0,,,,1.0,0.0,27,29.0,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0062.JPG,"[0.162, 0.379, 0.092, 0.248]",0.954,birdofprey
1935,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,2785,KGA_S1#A07#1#18,1,KGA_S1/A07/A07_R1/KGA_S1_A07_R1_IMAG0038.JPG,KGA_S1,A07,1,18,2018-12-07,18:41:55,33328242,2,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,13,2.0,KGA_S1/A07/A07_R1/KGA_S1_A07_R1_IMAG0038.JPG,"[0, 0.001, 0.243, 0.737]",0.949,wildebeest
157,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,608,KGA_S1#A01#1#227,2,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0614.JPG,KGA_S1,A01,1,227,2018-11-20,09:16:05,33327235,1,1.0,1.0,0.6,0.1,0.3,0.1,0.0,0.0,,,,1.0,0.0,45,25.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0614.JPG,"[0.275, 0.378, 0.193, 0.28]",0.978,bustard
582,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1107,KGA_S1#A03#1#11,1,KGA_S1/A03/A03_R1/KGA_S1_A03_R1_IMAG0029.JPG,KGA_S1,A03,1,11,2019-01-06,01:55:08,33327563,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.67,0.65,27,29.0,KGA_S1/A03/A03_R1/KGA_S1_A03_R1_IMAG0029.JPG,"[0.876, 0.653, 0.124, 0.17]",0.921,birdofprey
1837,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,4478,KGA_S1#B03#1#15,1,KGA_S1/B03/B03_R1/KGA_S1_B03_R1_IMAG0037.JPG,KGA_S1,B03,1,15,2018-12-19,03:24:37,33329288,1,1.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,,,,0.9,0.47,22,17.0,KGA_S1/B03/B03_R1/KGA_S1_B03_R1_IMAG0037.JPG,"[0, 0.694, 0.373, 0.122]",0.968,aardvark
368,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,172,KGA_S1#A01#1#75,2,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0178.JPG,KGA_S1,A01,1,75,2018-11-03,10:24:38,33327016,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.8,0.78,46,26.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0178.JPG,"[0.589, 0.09, 0.033, 0.032]",0.849,reptile
2247,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1107,KGA_S1#A03#1#11,1,KGA_S1/A03/A03_R1/KGA_S1_A03_R1_IMAG0029.JPG,KGA_S1,A03,1,11,2019-01-06,01:55:08,33327563,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.67,0.65,27,29.0,KGA_S1/A03/A03_R1/KGA_S1_A03_R1_IMAG0029.JPG,"[0.876, 0.653, 0.124, 0.17]",0.921,birdofprey
907,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,10128,KGA_S1#B09#1#134,1,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0392.JPG,KGA_S1,B09,1,134,2018-12-31,11:51:23,33333228,1,1.0,1.0,0.1,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,49,31.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0392.JPG,"[0.436, 0.092, 0.492, 0.824]",0.943,secretarybird
565,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,3567,KGA_S1#A10#1#7,1,KGA_S1/A10/A10_R1/KGA_S1_A10_R1_IMAG0017.JPG,KGA_S1,A10,1,7,2018-12-05,12:53:11,33328585,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.91,0.44,4,8.0,KGA_S1/A10/A10_R1/KGA_S1_A10_R1_IMAG0017.JPG,"[0.92, 0.504, 0.08, 0.217]",0.955,kudu
2175,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,2306,KGA_S1#A06#1#125,2,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0350.JPG,KGA_S1,A06,1,125,2018-12-14,06:33:20,33328065,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.18,,,,0.92,0.41,4,8.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0350.JPG,"[0, 0.166, 0.006, 0.064]",0.968,kudu
51,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,2767,KGA_S1#A07#1#8,1,KGA_S1/A07/A07_R1/KGA_S1_A07_R1_IMAG0020.JPG,KGA_S1,A07,1,8,2018-12-03,18:50:24,33328232,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,50,,KGA_S1/A07/A07_R1/KGA_S1_A07_R1_IMAG0020.JPG,"[0.34, 0.404, 0.19, 0.135]",0.942,badger
1027,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,882,KGA_S1#A01#1#326,1,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0890.JPG,KGA_S1,A01,1,326,2018-12-09,04:08:58,33327441,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.91,0.44,50,,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0890.JPG,"[0.383, 0.45, 0.17, 0.206]",0.964,badger
2289,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,4478,KGA_S1#B03#1#15,1,KGA_S1/B03/B03_R1/KGA_S1_B03_R1_IMAG0037.JPG,KGA_S1,B03,1,15,2018-12-19,03:24:37,33329288,1,1.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,,,,0.9,0.47,22,17.0,KGA_S1/B03/B03_R1/KGA_S1_B03_R1_IMAG0037.JPG,"[0, 0.694, 0.373, 0.122]",0.968,aardvark
1421,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,3912,KGA_S1#B01#1#20,1,KGA_S1/B01/B01_R1/KGA_S1_B01_R1_IMAG0034.JPG,KGA_S1,B01,1,20,2018-12-12,08:48:16,33328753,1,1.0,1.0,0.1,0.0,0.9,0.0,0.0,0.0,,,,1.0,0.0,5,5.0,KGA_S1/B01/B01_R1/KGA_S1_B01_R1_IMAG0034.JPG,"[0.971, 0.482, 0.029, 0.161]",0.776,jackal
