,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,capture_id,image_rank_in_capture,image_path_rel,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index,labels,label,file,bbox,max_detection_conf,question__species
1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,3533,KGA_S1#A09#1#68,3,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0194.JPG,KGA_S1,A09,1,68,2018-12-30,13:31:29,33328571,1,1.0,1.0,0.91,0.0,0.0,0.0,0.27,0.0,,,,1.0,0.0,42,16.0,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0194.JPG,"[0.001, 0.017, 0.587, 0.918]",0.956,gemsbok
1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,3213,KGA_S1#A08#1#99,3,KGA_S1/A08/A08_R1/KGA_S1_A08_R1_IMAG0285.JPG,KGA_S1,A08,1,99,2018-12-23,12:27:05,33328422,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.82,0.55,42,16.0,KGA_S1/A08/A08_R1/KGA_S1_A08_R1_IMAG0285.JPG,"[0.632, 0.016, 0.368, 0.912]",0.979,gemsbok
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,248,KGA_S1#A01#1#100,3,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0254.JPG,KGA_S1,A01,1,100,2018-11-04,11:41:42,33327041,2,2.0,1.0,1.0,0.1,0.1,0.0,0.0,0.9,,,,1.0,0.0,34,3.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0254.JPG,"[0.493, 0.729, 0.081, 0.132]",0.971,ostrich
1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,1761,9752,KGA_S1#B09#1#6,1,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0016.JPG,KGA_S1,B09,1,6,2018-11-29,11:01:39,33333100,1,1.0,1.0,0.5,0.0,0.6,0.1,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0016.JPG,"[0.008, 0.001, 0.696, 0.802]",0.977,gemsbok
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1342,KGA_S1#A04#1#87,1,KGA_S1/A04/A04_R1/KGA_S1_A04_R1_IMAG0233.JPG,KGA_S1,A04,1,87,2018-12-29,14:54:33,33327695,1,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,,,,0.77,0.63,42,16.0,KGA_S1/A04/A04_R1/KGA_S1_A04_R1_IMAG0233.JPG,"[0.73, 0.253, 0.27, 0.601]",0.906,gemsbok
2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288,10309,KGA_S1#B09#1#185,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0546.JPG,KGA_S1,B09,1,185,2019-01-06,10:58:36,33333279,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0546.JPG,"[0.917, 0, 0.083, 0.587]",0.95,gemsbok
2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,2373,10394,KGA_S1#B09#1#213,3,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0631.JPG,KGA_S1,B09,1,213,2019-01-12,12:35:51,33333307,1,1.0,1.0,0.8,0.0,0.1,0.2,0.0,0.0,,,,0.91,0.44,18,18.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0631.JPG,"[0.794, 0.436, 0.206, 0.532]",0.974,steenbok
1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,3543,KGA_S1#A09#1#73,2,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0204.JPG,KGA_S1,A09,1,73,2019-01-11,07:08:55,33328576,4,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,,,,1.0,0.0,38,0.0,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0204.JPG,"[0.605, 0.569, 0.041, 0.04]",0.935,hartebeest
2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,2161,10179,KGA_S1#B09#1#147,1,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0431.JPG,KGA_S1,B09,1,147,2019-01-01,12:52:18,33333241,1,1.0,1.0,0.89,0.0,0.11,0.0,0.0,0.0,,,,0.82,0.85,45,25.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0431.JPG,"[0.223, 0.387, 0.082, 0.119]",0.937,bustard
642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,642,1744,KGA_S1#A05#1#128,1,KGA_S1/A05/A05_R1/KGA_S1_A05_R1_IMAG0356.JPG,KGA_S1,A05,1,128,2018-12-18,03:51:52,33327872,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/A05/A05_R1/KGA_S1_A05_R1_IMAG0356.JPG,"[0.922, 0.206, 0.078, 0.46]",0.775,gemsbok
900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,2464,KGA_S1#A06#1#189,1,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0509.JPG,KGA_S1,A06,1,189,2019-01-01,07:53:59,33328128,8,7.0,4.0,0.0,0.0,0.9,0.7,0.0,0.2,,,,1.0,0.0,42,16.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0509.JPG,"[0.386, 0.3, 0.02, 0.025]",0.943,gemsbok
2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,2207,10225,KGA_S1#B09#1#157,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0462.JPG,KGA_S1,B09,1,157,2019-01-02,12:55:04,33333251,2,1.0,1.0,0.46,0.0,0.61,0.0,0.0,0.11,,,,0.82,0.67,45,25.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0462.JPG,"[0.328, 0.387, 0.048, 0.058]",0.924,bustard
1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,3400,KGA_S1#A09#1#22,1,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0060.JPG,KGA_S1,A09,1,22,2018-12-24,12:18:14,33328515,1,1.0,1.0,0.6,0.5,0.0,0.0,0.0,0.0,,,,0.91,0.44,42,16.0,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0060.JPG,"[0.976, 0.736, 0.024, 0.231]",0.45,gemsbok
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,751,KGA_S1#A01#1#277,1,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0757.JPG,KGA_S1,A01,1,277,2018-11-29,14:08:50,33327316,1,1.0,1.0,0.1,0.1,0.9,0.1,0.1,0.0,,,,1.0,0.0,6,10.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0757.JPG,"[0.762, 0.15, 0.03, 0.025]",0.444,birdother
855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,2265,KGA_S1#A06#1#110,2,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0309.JPG,KGA_S1,A06,1,110,2018-12-11,05:39:42,33328050,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.29,0.93,25,21.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0309.JPG,"[0.296, 0.276, 0.012, 0.02]",0.025,duiker
1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,3926,KGA_S1#B01#1#26,1,KGA_S1/B01/B01_R1/KGA_S1_B01_R1_IMAG0048.JPG,KGA_S1,B01,1,26,2018-12-20,20:34:46,33328759,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.33,0.91,0,9.0,KGA_S1/B01/B01_R1/KGA_S1_B01_R1_IMAG0048.JPG,"[0.418, 0.5, 0.186, 0.232]",0.835,african-small-wildcat
1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711,9558,KGA_S1#B07#1#66,2,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0175.JPG,KGA_S1,B07,1,66,2019-01-03,10:54:59,33333031,1,1.0,1.0,0.58,0.0,0.58,0.0,0.08,0.0,,,,1.0,0.0,6,10.0,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0175.JPG,"[0.344, 0.734, 0.109, 0.16]",0.853,birdother
1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,3497,KGA_S1#A09#1#56,3,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0158.JPG,KGA_S1,A09,1,56,2018-12-30,11:31:25,33328559,1,1.0,1.0,0.55,0.18,0.18,0.0,0.09,0.0,,,,0.85,0.49,42,16.0,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0158.JPG,"[0.286, 0.008, 0.712, 0.934]",0.975,gemsbok
1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,1789,9787,KGA_S1#B09#1#18,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0051.JPG,KGA_S1,B09,1,18,2018-12-02,08:25:39,33333112,1,1.0,1.0,0.8,0.0,0.2,0.1,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0051.JPG,"[0.986, 0.303, 0.014, 0.062]",0.842,gemsbok
2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,2081,10099,KGA_S1#B09#1#124,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0363.JPG,KGA_S1,B09,1,124,2018-12-28,12:50:25,33333218,1,1.0,1.0,0.0,0.9,0.2,0.1,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0363.JPG,"[0.856, 0.743, 0.05, 0.043]",0.968,gemsbok
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,472,KGA_S1#A01#1#179,2,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0478.JPG,KGA_S1,A01,1,179,2018-11-11,12:27:05,33327150,3,1.0,1.0,0.27,0.36,0.64,0.0,0.0,0.0,,,,1.0,0.41,6,10.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0478.JPG,"[0.525, 0.197, 0.013, 0.008]",0.785,birdother
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,133,KGA_S1#A01#1#60,1,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0138.JPG,KGA_S1,A01,1,60,2018-11-01,10:53:11,33327002,2,1.0,1.0,0.3,0.1,0.9,0.0,0.0,0.0,,,,1.0,0.0,6,10.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0138.JPG,"[0.525, 0.2, 0.013, 0.007]",0.873,birdother
1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,3445,KGA_S1#A09#1#37,1,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0105.JPG,KGA_S1,A09,1,37,2018-12-24,13:13:18,33328537,1,1.0,1.0,0.4,0.5,0.1,0.0,0.0,0.0,,,,0.83,0.52,42,16.0,KGA_S1/A09/A09_R1/KGA_S1_A09_R1_IMAG0105.JPG,"[0.0, 0.874, 0.328, 0.094]",0.961,gemsbok
565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,1352,KGA_S1#A04#1#90,2,KGA_S1/A04/A04_R1/KGA_S1_A04_R1_IMAG0243.JPG,KGA_S1,A04,1,90,2018-12-31,06:54:18,33327699,2,2.0,2.0,0.1,0.0,0.3,1.0,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/A04/A04_R1/KGA_S1_A04_R1_IMAG0243.JPG,"[0.301, 0.656, 0.112, 0.133]",0.969,gemsbok
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,152,KGA_S1#A01#1#67,1,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0157.JPG,KGA_S1,A01,1,67,2018-11-02,03:40:59,33327009,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,14,4.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0157.JPG,"[0.047, 0.48, 0.158, 0.114]",0.946,hare
1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,9909,KGA_S1#B09#1#59,1,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0173.JPG,KGA_S1,B09,1,59,2018-12-12,12:11:16,33333153,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0173.JPG,"[0.228, 0.117, 0.433, 0.538]",0.956,gemsbok
2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,2177,10195,KGA_S1#B09#1#149,3,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0439.JPG,KGA_S1,B09,1,149,2019-01-01,13:28:29,33333243,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.78,0.78,45,25.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0439.JPG,"[0.429, 0.364, 0.071, 0.125]",0.936,bustard
2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,10055,KGA_S1#B09#1#109,1,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0319.JPG,KGA_S1,B09,1,109,2018-12-23,12:28:58,33333203,1,1.0,1.0,0.73,0.18,0.09,0.0,0.09,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0319.JPG,"[0.413, 0.0, 0.278, 0.674]",0.965,gemsbok
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,933,KGA_S1#A01#1#343,3,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0941.JPG,KGA_S1,A01,1,343,2018-12-10,11:24:34,33327468,2,1.0,1.0,0.1,0.0,0.9,0.0,0.0,0.0,,,,1.0,0.0,6,10.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0941.JPG,"[0.762, 0.256, 0.028, 0.06]",0.012,birdother
1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,9746,KGA_S1#B09#1#4,1,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0010.JPG,KGA_S1,B09,1,4,2018-11-29,10:58:19,33333098,1,1.0,1.0,0.09,0.0,0.91,0.09,0.09,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0010.JPG,"[0, 0.0, 0.492, 0.822]",0.978,gemsbok
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1351,KGA_S1#A04#1#90,1,KGA_S1/A04/A04_R1/KGA_S1_A04_R1_IMAG0242.JPG,KGA_S1,A04,1,90,2018-12-31,06:54:18,33327699,2,2.0,2.0,0.1,0.0,0.3,1.0,0.0,0.0,,,,1.0,0.0,42,16.0,KGA_S1/A04/A04_R1/KGA_S1_A04_R1_IMAG0242.JPG,"[0, 0.324, 0.166, 0.485]",0.947,gemsbok
1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,3109,KGA_S1#A08#1#62,1,KGA_S1/A08/A08_R1/KGA_S1_A08_R1_IMAG0180.JPG,KGA_S1,A08,1,62,2018-12-15,05:05:22,33328374,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.56,0.83,9,32.0,KGA_S1/A08/A08_R1/KGA_S1_A08_R1_IMAG0180.JPG,"[0.598, 0.408, 0.122, 0.064]",0.504,hyena
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,281,KGA_S1#A01#1#111,3,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0287.JPG,KGA_S1,A01,1,111,2018-11-04,12:01:56,33327052,1,1.0,1.0,0.9,0.0,0.1,0.0,0.1,0.0,,,,1.0,0.0,34,3.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0287.JPG,"[0.377, 0.132, 0.36, 0.646]",0.977,ostrich
649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,1827,KGA_S1#A05#1#158,2,KGA_S1/A05/A05_R1/KGA_S1_A05_R1_IMAG0439.JPG,KGA_S1,A05,1,158,2019-01-01,07:22:16,33327902,1,1.0,1.0,0.64,0.0,0.09,0.27,0.0,0.0,,,,0.79,0.54,42,16.0,KGA_S1/A05/A05_R1/KGA_S1_A05_R1_IMAG0439.JPG,"[0, 0.0, 0.215, 0.562]",0.809,gemsbok
1846,1846,1846,1846,1846,1846,1846,1846,1846,1846,1846,1846,1846,1846,1846,1846,1846,9844,KGA_S1#B09#1#37,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0108.JPG,KGA_S1,B09,1,37,2018-12-03,12:51:38,33333131,1,1.0,1.0,0.0,0.9,0.0,0.1,0.1,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0108.JPG,"[0.42, 0.121, 0.579, 0.842]",0.976,gemsbok
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2741,KGA_S1#A06#1#282,3,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0786.JPG,KGA_S1,A06,1,282,2019-01-12,06:29:17,33328222,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.91,0.44,5,5.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0786.JPG,,0.0,jackal
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1174,KGA_S1#A04#1#24,1,KGA_S1/A04/A04_R1/KGA_S1_A04_R1_IMAG0062.JPG,KGA_S1,A04,1,24,2018-12-08,18:25:45,33327607,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.92,0.62,6,10.0,KGA_S1/A04/A04_R1/KGA_S1_A04_R1_IMAG0062.JPG,"[0.817, 0.583, 0.016, 0.025]",0.641,birdother
2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,2140,10158,KGA_S1#B09#1#143,2,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0420.JPG,KGA_S1,B09,1,143,2019-01-01,12:31:05,33333237,1,1.0,1.0,0.92,0.0,0.15,0.0,0.0,0.0,,,,1.0,0.76,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0420.JPG,"[0.327, 0.388, 0.046, 0.083]",0.824,gemsbok
2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,2319,10340,KGA_S1#B09#1#195,3,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0577.JPG,KGA_S1,B09,1,195,2019-01-06,11:42:13,33333289,1,1.0,1.0,0.1,0.0,0.5,0.4,0.1,0.0,,,,1.0,0.0,42,16.0,KGA_S1/B09/B09_R1/KGA_S1_B09_R1_IMAG0577.JPG,"[0.579, 0.032, 0.282, 0.619]",0.978,gemsbok
985,985,985,985,985,985,985,985,985,985,985,985,985,985,985,985,985,2666,KGA_S1#A06#1#256,2,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0711.JPG,KGA_S1,A06,1,256,2019-01-08,08:05:59,33328196,2,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,38,0.0,KGA_S1/A06/A06_R1/KGA_S1_A06_R1_IMAG0711.JPG,"[0.313, 0.34, 0.057, 0.069]",0.942,hartebeest
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,66,KGA_S1#A01#1#36,2,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0071.JPG,KGA_S1,A01,1,36,2018-10-28,11:46:22,33326978,3,3.0,1.0,0.5,0.0,1.0,0.1,0.0,0.0,,,,1.0,0.0,6,10.0,KGA_S1/A01/A01_R1/KGA_S1_A01_R1_IMAG0071.JPG,"[0.771, 0.8, 0.05, 0.048]",0.697,birdother
1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,9443,KGA_S1#B07#1#21,3,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0057.JPG,KGA_S1,B07,1,21,2018-12-09,07:22:28,33332989,1,1.0,1.0,0.9,0.1,0.0,0.0,0.0,0.0,,,,0.83,0.65,27,29.0,KGA_S1/B07/B07_R1/KGA_S1_B07_R1_IMAG0057.JPG,"[0, 0.381, 0.106, 0.515]",0.942,birdofprey
