,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,capture_id,image_rank_in_capture,image_path_rel,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_visible,p_users_identified_this_species,pielous_evenness_index,labels,label,file,bbox,max_detection_conf,question__species
8396,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,3057,4990,ENO_S1#B06#1#19,2,ENO_S1/B06/B06_R1/ENO_S1_B06_R1_IMAG0044.JPG,ENO_S1,B06,1,19,2018-09-30,17:58:36,31952356,1,1,1,0.12,0.0,1.0,0.0,0.0,0.0,,0.8,0.84,5,5.0,ENO_S1/B06/B06_R1/ENO_S1_B06_R1_IMAG0044.JPG,"[0.474, 0.43, 0.014, 0.038]",0.958,jackal
2997,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1880,ENO_S1#B03#1#108,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0306.JPG,ENO_S1,B03,1,108,2018-11-05,04:03:57,31878143,1,1,1,0.17,0.0,1.0,0.0,0.0,0.0,1.0,0.6,0.82,25,21.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0306.JPG,"[0.929, 0.28, 0.071, 0.087]",0.98,duiker
5186,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,3710,5765,ENO_S1#B06#2#114,2,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0209.JPG,ENO_S1,B06,2,111,2018-10-31,16:06:26,31952629,2,2,1,0.62,0.0,0.38,0.12,0.0,0.0,,0.8,0.99,33,11.0,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0209.JPG,"[0.789, 0.43, 0.048, 0.041]",0.972,eland
2252,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,2802,4653,ENO_S1#B05#2#317,1,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0809.JPG,ENO_S1,B05,2,313,2018-11-27,05:45:55,31952084,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.8,0.58,19,,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0809.JPG,"[0.62, 0.349, 0.167, 0.134]",0.957,leopard
3281,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,3609,5640,ENO_S1#B06#2#56,1,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0094.JPG,ENO_S1,B06,2,55,2018-10-27,01:27:21,31953029,11-50,5,1,0.86,0.0,0.43,0.14,0.0,0.0,,0.7,0.68,3,7.0,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0094.JPG,"[0.751, 0.44, 0.111, 0.075]",0.797,buffalo
1372,6968,6968,6968,6968,6968,6968,6968,6968,6968,6968,6968,6968,6968,6968,6968,6968,12474,ENO_S1#C05#2#436,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1026.JPG,ENO_S1,C05,2,427,2018-11-22,13:15:39,31955557,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,33,11.0,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1026.JPG,"[0.205, 0.362, 0.011, 0.01]",0.972,eland
5990,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,4483,7245,ENO_S1#C04#1#17,1,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0041.JPG,ENO_S1,C04,1,17,2018-09-24,06:40:31,31953395,2,2,1,0.0,0.0,0.0,1.0,0.0,0.0,,0.2,0.75,26,,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0041.JPG,"[0.72, 0.393, 0.013, 0.018]",0.73,rhinoceros
4947,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,3423,ENO_S1#B05#1#71,2,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0168.JPG,ENO_S1,B05,1,70,2018-10-04,12:57:35,31951814,2,2,1,0.1,0.0,1.0,0.0,0.0,0.1,,1.0,0.63,29,1.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0168.JPG,"[0, 0.529, 0.035, 0.057]",0.432,monkey
3434,8628,8628,8628,8628,8628,8628,8628,8628,8628,8628,8628,8628,8628,8628,8628,8628,19659,ENO_S1#D04#2#262,3,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0640.JPG,ENO_S1,D04,2,255,2018-11-12,13:24:26,31959968,11-50,11-50,11-50,0.0,0.0,0.0,1.0,0.0,0.5,,0.4,0.96,3,7.0,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0640.JPG,"[0.186, 0.161, 0.005, 0.008]",0.052,buffalo
6536,6756,6756,6756,6756,6756,6756,6756,6756,6756,6756,6756,6756,6756,6756,6756,6756,12158,ENO_S1#C05#2#304,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0716.JPG,ENO_S1,C05,2,296,2018-11-14,18:38:04,31955412,9,6,6,0.2,0.0,0.6,0.8,0.0,0.0,,0.5,0.84,39,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0716.JPG,"[0.224, 0.36, 0.01, 0.012]",0.923,topi
1456,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1875,ENO_S1#B03#1#103,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0301.JPG,ENO_S1,B03,1,103,2018-11-04,19:13:09,31878135,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.91,36,,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0301.JPG,"[0.129, 0.297, 0.404, 0.354]",0.986,bushbuk
6239,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,2871,ENO_S1#B03#1#495,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1299.JPG,ENO_S1,B03,1,493,2018-11-28,05:26:29,31878992,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.93,36,,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG1299.JPG,"[0.469, 0.246, 0.184, 0.37]",0.98,bushbuk
828,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,6120,11430,ENO_S1#C05#2#22,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0036.JPG,ENO_S1,C05,2,22,2018-10-27,23:08:31,31955321,5,4,1,0.71,0.0,0.14,0.71,0.0,0.0,,0.7,0.75,13,2.0,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0036.JPG,"[0.16, 0.394, 0.045, 0.067]",0.956,wildebeest
5706,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1133,ENO_S1#B02#1#332,3,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0814.JPG,ENO_S1,B02,1,329,2018-11-19,09:21:31,31877710,11-50,4,3,0.83,0.0,0.17,0.17,0.17,0.0,,0.6,0.77,6,10.0,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0814.JPG,"[0.689, 0.485, 0.007, 0.012]",0.799,birdother
603,8025,8025,8025,8025,8025,8025,8025,8025,8025,8025,8025,8025,8025,8025,8025,8025,15237,ENO_S1#D02#1#154,1,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0306.JPG,ENO_S1,D02,1,149,2018-12-03,03:38:44,31957510,1,1,1,0.3,0.0,0.6,0.1,0.0,0.1,,1.0,0.0,12,,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0306.JPG,"[0.361, 0.356, 0.237, 0.21]",0.933,hippopotamus
7262,7973,7973,7973,7973,7973,7973,7973,7973,7973,7973,7973,7973,7973,7973,7973,7973,15142,ENO_S1#D02#1#113,3,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0211.JPG,ENO_S1,D02,1,108,2018-11-21,07:04:24,31957465,1,1,1,0.0,0.0,1.0,0.1,0.0,0.0,,1.0,0.0,9,32.0,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0211.JPG,"[0.117, 0.372, 0.04, 0.074]",0.94,hyena
2254,7961,7961,7961,7961,7961,7961,7961,7961,7961,7961,7961,7961,7961,7961,7961,7961,15130,ENO_S1#D02#1#109,3,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0199.JPG,ENO_S1,D02,1,104,2018-11-20,10:06:02,31957460,1,1,1,0.9,0.0,0.0,0.1,0.0,0.0,,1.0,0.0,8,,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0199.JPG,"[0, 0, 1.0, 0.965]",0.955,elephant
1516,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,935,ENO_S1#B02#1#267,1,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0677.JPG,ENO_S1,B02,1,264,2018-11-16,13:23:54,31877558,1,1,1,0.12,0.0,1.0,0.0,0.0,0.0,,0.8,0.8,32,,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0677.JPG,"[0.742, 0.292, 0.007, 0.014]",0.415,gazellegrants
5196,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,3423,ENO_S1#B05#1#71,2,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0168.JPG,ENO_S1,B05,1,70,2018-10-04,12:57:35,31951814,2,2,1,0.1,0.0,1.0,0.0,0.0,0.1,,1.0,0.63,29,1.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0168.JPG,"[0, 0.529, 0.035, 0.057]",0.432,monkey
1780,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,1828,3531,ENO_S1#B05#1#117,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0273.JPG,ENO_S1,B05,1,116,2018-10-09,00:03:24,31951607,1,1,1,0.1,0.0,0.7,0.3,0.0,0.0,,1.0,0.0,22,17.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0273.JPG,"[0.278, 0.333, 0.099, 0.096]",0.907,aardvark
3728,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,6134,11445,ENO_S1#C05#2#34,2,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0051.JPG,ENO_S1,C05,2,34,2018-10-28,09:21:18,31955451,10,7,1,0.25,0.0,0.88,0.0,0.0,0.0,,0.8,0.69,38,0.0,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0051.JPG,"[0.114, 0.332, 0.025, 0.056]",0.965,hartebeest
3693,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,3422,ENO_S1#B05#1#71,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0167.JPG,ENO_S1,B05,1,70,2018-10-04,12:57:35,31951814,2,2,1,0.1,0.0,1.0,0.0,0.0,0.1,,1.0,0.63,29,1.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0167.JPG,"[0.301, 0.312, 0.026, 0.03]",0.956,monkey
5874,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,8746,19870,ENO_S1#D04#2#334,3,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0840.JPG,ENO_S1,D04,2,326,2018-11-18,12:33:18,31960045,11-50,10,8,0.29,0.14,0.43,1.0,0.0,0.0,,0.78,0.76,13,2.0,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0840.JPG,"[0.984, 0.152, 0.015, 0.011]",0.759,wildebeest
1413,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,3630,ENO_S1#B05#1#169,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0375.JPG,ENO_S1,B05,1,165,2018-10-15,22:11:49,31951662,2,2,2,0.33,0.0,0.89,0.11,0.0,0.0,,1.0,0.0,15,14.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0375.JPG,"[0.89, 0.426, 0.11, 0.14]",0.918,porcupine
7819,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,5136,7944,ENO_S1#C04#1#334,1,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0684.JPG,ENO_S1,C04,1,322,2018-10-19,07:12:17,31953572,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.75,0.67,3,7.0,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0684.JPG,"[0.169, 0.428, 0.007, 0.008]",0.014,buffalo
4418,8513,8513,8513,8513,8513,8513,8513,8513,8513,8513,8513,8513,8513,8513,8513,8513,19341,ENO_S1#D04#2#149,2,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0336.JPG,ENO_S1,D04,2,143,2018-11-02,17:57:30,31959843,1,1,1,0.11,0.0,0.0,1.0,0.0,0.0,,0.9,0.47,39,,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0336.JPG,"[0.141, 0.133, 0.33, 0.517]",0.98,topi
6130,8119,8119,8119,8119,8119,8119,8119,8119,8119,8119,8119,8119,8119,8119,8119,8119,16770,ENO_S1#D03#1#1328,3,ENO_S1/D03/D03_R1/ENO_S1_D03_R1_IMAG1522.JPG,ENO_S1,D03,1,1324,2018-10-12,07:07:35,31957975,1,1,1,0.0,0.12,0.88,0.0,0.0,0.0,,0.8,0.58,3,7.0,ENO_S1/D03/D03_R1/ENO_S1_D03_R1_IMAG1522.JPG,"[0.528, 0.012, 0.471, 0.929]",0.989,buffalo
7396,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735,4580,ENO_S1#B05#2#291,2,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0736.JPG,ENO_S1,B05,2,287,2018-11-26,11:45:18,31952055,5,5,3,0.2,0.9,0.8,0.2,0.0,0.6,,1.0,0.0,7,19.0,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0736.JPG,"[0.516, 0.365, 0.041, 0.075]",0.95,baboon
4022,5333,5333,5333,5333,5333,5333,5333,5333,5333,5333,5333,5333,5333,5333,5333,5333,8312,ENO_S1#C04#2#145,1,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0301.JPG,ENO_S1,C04,2,144,2018-11-18,08:40:49,31953779,2,1,1,0.1,0.0,1.0,0.0,0.0,0.0,,1.0,0.65,10,,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0301.JPG,"[0.226, 0.318, 0.011, 0.01]",0.956,giraffe
3254,4977,4977,4977,4977,4977,4977,4977,4977,4977,4977,4977,4977,4977,4977,4977,4977,7777,ENO_S1#C04#1#264,1,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0520.JPG,ENO_S1,C04,1,252,2018-10-14,06:40:17,31953495,2,2,2,0.0,0.1,1.0,0.0,0.0,0.0,,1.0,0.0,9,32.0,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0520.JPG,"[0.275, 0.459, 0.016, 0.02]",0.903,hyena
6204,6989,6989,6989,6989,6989,6989,6989,6989,6989,6989,6989,6989,6989,6989,6989,6989,12496,ENO_S1#C05#2#451,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1047.JPG,ENO_S1,C05,2,442,2018-11-23,01:34:25,31955574,1,1,1,0.2,0.0,0.3,0.6,0.0,0.0,,1.0,0.0,22,17.0,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1047.JPG,"[0.152, 0.369, 0.013, 0.014]",0.839,aardvark
7257,9375,9375,9375,9375,9375,9375,9375,9375,9375,9375,9375,9375,9375,9375,9375,9375,30279,ENO_S1#E05#1#13,1,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0037.JPG,ENO_S1,E05,1,13,2018-10-28,10:57:30,32004093,2,2,1,0.11,0.0,1.0,0.0,0.0,0.67,,0.9,0.47,19,,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0037.JPG,"[0.318, 0.239, 0.682, 0.727]",0.976,leopard
1068,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,3554,ENO_S1#B05#1#133,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0297.JPG,ENO_S1,B05,1,131,2018-10-11,18:41:16,31951624,1,1,1,0.22,0.0,0.78,0.0,0.0,0.0,,0.9,0.47,19,,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0297.JPG,"[0.984, 0.41, 0.016, 0.076]",0.921,leopard
9202,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1880,ENO_S1#B03#1#108,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0306.JPG,ENO_S1,B03,1,108,2018-11-05,04:03:57,31878143,1,1,1,0.17,0.0,1.0,0.0,0.0,0.0,1.0,0.6,0.82,25,21.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0306.JPG,"[0.929, 0.28, 0.071, 0.087]",0.98,duiker
9402,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,3423,ENO_S1#B05#1#71,2,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0168.JPG,ENO_S1,B05,1,70,2018-10-04,12:57:35,31951814,2,2,1,0.1,0.0,1.0,0.0,0.0,0.1,,1.0,0.63,29,1.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0168.JPG,"[0, 0.529, 0.035, 0.057]",0.432,monkey
9329,7965,7965,7965,7965,7965,7965,7965,7965,7965,7965,7965,7965,7965,7965,7965,7965,15134,ENO_S1#D02#1#111,1,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0203.JPG,ENO_S1,D02,1,106,2018-11-20,10:08:05,31957463,2,2,2,1.0,0.1,0.0,0.2,0.0,0.1,,1.0,0.0,8,,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0203.JPG,"[0.464, 0.192, 0.347, 0.401]",0.936,elephant
7852,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,9393,30348,ENO_S1#E05#1#36,1,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0106.JPG,ENO_S1,E05,1,36,2018-12-04,18:30:42,32004145,2,1,1,0.11,0.0,0.89,0.0,0.0,0.0,,1.0,0.0,8,,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0106.JPG,"[0.413, 0.001, 0.581, 0.434]",0.417,elephant
7824,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,3557,ENO_S1#B05#1#136,1,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0300.JPG,ENO_S1,B05,1,134,2018-10-11,22:07:12,31951627,1,1,1,0.3,0.0,0.7,0.1,0.0,0.0,,1.0,0.0,22,17.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0300.JPG,"[0.38, 0.346, 0.097, 0.11]",0.932,aardvark
3942,5042,5042,5042,5042,5042,5042,5042,5042,5042,5042,5042,5042,5042,5042,5042,5042,7842,ENO_S1#C04#1#285,2,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0582.JPG,ENO_S1,C04,1,273,2018-10-15,12:26:57,31953518,11-50,9,5,0.62,0.38,0.88,0.88,0.0,0.5,,0.8,0.58,33,11.0,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0582.JPG,"[0.486, 0.426, 0.017, 0.024]",0.958,eland
221,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,3247,5197,ENO_S1#B06#1#93,1,ENO_S1/B06/B06_R1/ENO_S1_B06_R1_IMAG0225.JPG,ENO_S1,B06,1,92,2018-10-06,19:04:43,31952605,7,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.75,9,32.0,ENO_S1/B06/B06_R1/ENO_S1_B06_R1_IMAG0225.JPG,"[0.887, 0.306, 0.113, 0.036]",0.938,hyena
764,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,783,ENO_S1#B02#1#222,3,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0568.JPG,ENO_S1,B02,1,219,2018-11-13,14:45:17,31877432,3,2,1,0.1,0.5,0.8,0.0,0.0,0.0,,1.0,0.92,2,,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0568.JPG,"[0.165, 0.316, 0.004, 0.011]",0.821,warthog
8462,6758,6758,6758,6758,6758,6758,6758,6758,6758,6758,6758,6758,6758,6758,6758,6758,12161,ENO_S1#C05#2#307,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0719.JPG,ENO_S1,C05,2,299,2018-11-15,08:17:26,31955415,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,10,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0719.JPG,"[0.545, 0.001, 0.245, 0.618]",0.978,giraffe
