,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,capture_id,image_rank_in_capture,image_path_rel,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_visible,p_users_identified_this_species,pielous_evenness_index,labels,label,file,bbox,max_detection_conf,question__species
4947,4947,4947,4947,4947,4947,4947,4947,4947,4947,4947,4947,4947,4947,4947,4947,4947,7745,ENO_S1#C04#1#250,3,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0488.JPG,ENO_S1,C04,1,238,2018-10-13,06:25:44,31953480,1,1,1,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.6,0.79,11,,ENO_S1/C04/C04_R1/ENO_S1_C04_R1_IMAG0488.JPG,"[0.733, 0.436, 0.113, 0.144]",0.941,impala
3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,3434,5408,ENO_S1#B06#1#201,2,ENO_S1/B06/B06_R1/ENO_S1_B06_R1_IMAG0426.JPG,ENO_S1,B06,1,198,2018-10-14,17:30:04,31952370,5,5,5,0.83,0.0,0.83,0.0,0.17,0.17,0.17,0.6,0.82,11,,ENO_S1/B06/B06_R1/ENO_S1_B06_R1_IMAG0426.JPG,"[0, 0.42, 0.03, 0.186]",0.968,impala
6536,6536,6536,6536,6536,6536,6536,6536,6536,6536,6536,6536,6536,6536,6536,6536,6536,11932,ENO_S1#C05#2#210,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0496.JPG,ENO_S1,C05,2,206,2018-11-05,22:22:57,31955312,1,1,1,0.71,0.0,0.43,0.0,0.0,0.0,0.0,0.7,0.68,11,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0496.JPG,"[0.731, 0.4, 0.075, 0.096]",0.924,impala
1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1456,1993,ENO_S1#B03#1#149,1,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0419.JPG,ENO_S1,B03,1,149,2018-11-07,01:59:46,31878223,1,1,1,0.11,0.0,0.89,0.0,0.0,0.0,0.11,0.9,0.47,16,,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0419.JPG,"[0.14, 0.43, 0.2, 0.204]",0.977,dikdik
6239,6239,6239,6239,6239,6239,6239,6239,6239,6239,6239,6239,6239,6239,6239,6239,6239,11555,ENO_S1#C05#2#78,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0158.JPG,ENO_S1,C05,2,78,2018-10-30,17:16:31,31955886,11-50,7,7,0.0,0.0,1.0,0.0,0.0,0.11,,0.9,0.47,13,2.0,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0158.JPG,"[0.816, 0.395, 0.033, 0.075]",0.936,wildebeest
828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,923,ENO_S1#B02#1#262,3,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0666.JPG,ENO_S1,B02,1,259,2018-11-15,12:36:57,31877547,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.92,2,,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0666.JPG,"[0.758, 0.3, 0.008, 0.011]",0.518,warthog
5706,5706,5706,5706,5706,5706,5706,5706,5706,5706,5706,5706,5706,5706,5706,5706,5706,10277,ENO_S1#C05#1#776,1,ENO_S1/C05/C05_R1/ENO_S1_C05_R1_IMAG1766.JPG,ENO_S1,C05,1,769,2018-10-04,08:34:03,31954942,1,1,1,0.5,0.2,0.6,0.1,0.0,0.0,,1.0,0.0,1,15.0,ENO_S1/C05/C05_R1/ENO_S1_C05_R1_IMAG1766.JPG,"[0, 0.019, 0.434, 0.906]",0.974,zebra
603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,603,693,ENO_S1#B02#1#194,1,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0502.JPG,ENO_S1,B02,1,191,2018-11-11,02:45:19,31877371,1,1,1,0.86,0.0,0.14,0.0,0.0,0.0,0.0,0.78,0.62,2,,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0502.JPG,"[0.832, 0.541, 0.168, 0.424]",0.973,warthog
7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,7262,12774,ENO_S1#C05#2#541,3,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1263.JPG,ENO_S1,C05,2,531,2018-11-26,14:32:10,31955678,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.7,0.99,2,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1263.JPG,"[0.418, 0.395, 0.009, 0.015]",0.889,warthog
2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,4023,ENO_S1#B05#2#73,2,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0182.JPG,ENO_S1,B05,2,72,2018-11-02,11:38:22,31952229,3,3,2,0.25,0.0,0.25,1.0,0.0,0.0,0.75,0.8,0.58,11,,ENO_S1/B05/B05_R2/ENO_S1_B05_R2_IMAG0182.JPG,"[0.116, 0.287, 0.167, 0.183]",0.957,impala
1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,2425,ENO_S1#B03#1#315,3,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0851.JPG,ENO_S1,B03,1,315,2018-11-14,09:03:02,31878582,2,2,2,0.1,0.0,1.0,0.0,0.0,0.8,,1.0,0.0,7,19.0,ENO_S1/B03/B03_R1/ENO_S1_B03_R1_IMAG0851.JPG,"[0.27, 0.705, 0.351, 0.263]",0.935,baboon
5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,5196,8044,ENO_S1#C04#2#15,3,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0035.JPG,ENO_S1,C04,2,15,2018-10-29,09:10:13,31953784,1,1,1,0.57,0.0,0.57,0.0,0.0,0.0,,0.7,0.83,6,10.0,ENO_S1/C04/C04_R2/ENO_S1_C04_R2_IMAG0035.JPG,"[0, 0.355, 0.106, 0.156]",0.972,birdother
1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,3480,ENO_S1#B05#1#91,2,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0222.JPG,ENO_S1,B05,1,90,2018-10-05,16:38:07,31951836,2,2,1,0.2,0.0,0.7,0.7,0.0,0.0,,1.0,0.0,1,15.0,ENO_S1/B05/B05_R1/ENO_S1_B05_R1_IMAG0222.JPG,"[0.256, 0.259, 0.064, 0.064]",0.958,zebra
3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,3728,5783,ENO_S1#B06#2#118,3,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0222.JPG,ENO_S1,B06,2,115,2018-10-31,17:30:19,31952633,6,5,4,0.44,0.0,0.11,1.0,0.0,0.0,1.0,0.9,0.47,11,,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0222.JPG,"[0.337, 0.431, 0.03, 0.027]",0.91,impala
3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,3693,5745,ENO_S1#B06#2#109,1,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0193.JPG,ENO_S1,B06,2,106,2018-10-31,09:15:20,31952623,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.9,0.47,2,,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0193.JPG,"[0.704, 0.526, 0.138, 0.108]",0.954,warthog
5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,5874,10747,ENO_S1#C05#1#950,1,ENO_S1/C05/C05_R1/ENO_S1_C05_R1_IMAG2226.JPG,ENO_S1,C05,1,941,2018-10-14,10:41:40,31955132,5,4,4,0.2,0.0,1.0,0.0,0.0,0.0,,0.5,0.84,33,11.0,ENO_S1/C05/C05_R1/ENO_S1_C05_R1_IMAG2226.JPG,"[0.22, 0.388, 0.029, 0.049]",0.941,eland
1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1550,ENO_S1#B02#1#459,1,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG1127.JPG,ENO_S1,B02,1,454,2018-12-01,12:21:53,31877979,7,6,1,0.2,0.0,1.0,0.0,0.0,0.5,,1.0,0.78,2,,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG1127.JPG,"[0.747, 0.302, 0.007, 0.009]",0.796,warthog
7819,7819,7819,7819,7819,7819,7819,7819,7819,7819,7819,7819,7819,7819,7819,7819,7819,14919,ENO_S1#D01#1#1528,1,ENO_S1/D01/D01_R1/ENO_S1_D01_R1_IMAG1643.JPG,ENO_S1,D01,1,1526,2018-10-09,13:01:05,31956496,3,3,3,0.6,0.0,0.9,0.8,0.0,0.1,0.0,1.0,0.0,11,,ENO_S1/D01/D01_R1/ENO_S1_D01_R1_IMAG1643.JPG,"[0.063, 0.391, 0.064, 0.1]",0.972,impala
4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,7047,ENO_S1#C03#1#41,1,ENO_S1/C03/C03_R1/ENO_S1_C03_R1_IMAG0089.JPG,ENO_S1,C03,1,41,2018-11-11,01:22:12,31953255,1,1,1,0.0,0.0,0.56,0.67,0.0,0.0,0.0,0.9,0.47,16,,ENO_S1/C03/C03_R1/ENO_S1_C03_R1_IMAG0089.JPG,"[0.427, 0.514, 0.264, 0.209]",0.972,dikdik
6130,6130,6130,6130,6130,6130,6130,6130,6130,6130,6130,6130,6130,6130,6130,6130,6130,11441,ENO_S1#C05#2#33,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0047.JPG,ENO_S1,C05,2,33,2018-10-28,09:20:14,31955440,4,4,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9,0.47,11,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0047.JPG,"[0.217, 0.372, 0.01, 0.016]",0.973,impala
7396,7396,7396,7396,7396,7396,7396,7396,7396,7396,7396,7396,7396,7396,7396,7396,7396,12915,ENO_S1#C05#2#585,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1389.JPG,ENO_S1,C05,2,575,2018-11-27,14:17:48,31955726,2,2,2,0.0,0.0,0.0,1.0,0.0,0.0,,0.9,0.47,13,2.0,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1389.JPG,"[0.992, 0.367, 0.008, 0.081]",0.951,wildebeest
4022,4022,4022,4022,4022,4022,4022,4022,4022,4022,4022,4022,4022,4022,4022,4022,4022,6410,ENO_S1#B06#2#408,1,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0832.JPG,ENO_S1,B06,2,398,2018-11-26,04:15:11,31952947,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,2,,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0832.JPG,"[0.757, 0.481, 0.12, 0.086]",0.932,warthog
3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,3254,5205,ENO_S1#B06#1#98,2,ENO_S1/B06/B06_R1/ENO_S1_B06_R1_IMAG0233.JPG,ENO_S1,B06,1,97,2018-10-07,06:37:03,31952610,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,9,32.0,ENO_S1/B06/B06_R1/ENO_S1_B06_R1_IMAG0233.JPG,"[0.711, 0.596, 0.014, 0.012]",0.959,hyena
6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,11517,ENO_S1#C05#2#62,3,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0120.JPG,ENO_S1,C05,2,62,2018-10-29,17:49:59,31955764,3,3,3,0.62,0.0,1.0,0.0,0.0,0.0,1.0,0.8,0.58,11,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG0120.JPG,"[0.264, 0.354, 0.066, 0.097]",0.973,impala
7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,12769,ENO_S1#C05#2#541,1,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1261.JPG,ENO_S1,C05,2,531,2018-11-26,14:32:10,31955678,2,1,1,0.22,0.0,0.0,1.0,0.0,0.0,,0.9,0.99,35,,ENO_S1/C05/C05_R2/ENO_S1_C05_R2_IMAG1261.JPG,"[0.327, 0.392, 0.017, 0.01]",0.919,gazellethomsons
1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1167,ENO_S1#B02#1#340,2,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0837.JPG,ENO_S1,B02,1,337,2018-11-19,11:31:31,31877736,11-50,2,2,0.88,0.0,0.5,0.25,0.0,0.0,,0.8,0.74,6,10.0,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0837.JPG,"[0.8, 0.286, 0.007, 0.009]",0.794,birdother
9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,9202,23953,ENO_S1#D05#1#1347,3,ENO_S1/D05/D05_R1/ENO_S1_D05_R1_IMAG3361.JPG,ENO_S1,D05,1,1340,2018-12-06,17:19:24,31960749,1,1,1,0.25,0.0,0.5,1.0,0.0,0.25,,0.4,0.9,33,11.0,ENO_S1/D05/D05_R1/ENO_S1_D05_R1_IMAG3361.JPG,"[0.969, 0.431, 0.031, 0.285]",0.976,eland
9402,9402,9402,9402,9402,9402,9402,9402,9402,9402,9402,9402,9402,9402,9402,9402,9402,30363,ENO_S1#E05#1#41,3,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0121.JPG,ENO_S1,E05,1,41,2018-12-13,12:13:45,32004157,2,1,1,0.0,0.0,1.0,0.44,0.0,0.0,,0.9,0.47,7,19.0,ENO_S1/E05/E05_R1/ENO_S1_E05_R1_IMAG0121.JPG,"[0.765, 0.124, 0.034, 0.056]",0.943,baboon
9329,9329,9329,9329,9329,9329,9329,9329,9329,9329,9329,9329,9329,9329,9329,9329,9329,25057,ENO_S1#D06#1#52,2,ENO_S1/D06/D06_R1/ENO_S1_D06_R1_IMAG0143.JPG,ENO_S1,D06,1,52,2018-10-15,09:35:16,32002888,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1,15.0,ENO_S1/D06/D06_R1/ENO_S1_D06_R1_IMAG0143.JPG,"[0.623, 0.29, 0.376, 0.554]",0.971,zebra
7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,7852,14990,ENO_S1#D02#1#32,1,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0056.JPG,ENO_S1,D02,1,30,2018-10-07,20:52:40,31957531,1,1,1,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.56,0.83,2,,ENO_S1/D02/D02_R1/ENO_S1_D02_R1_IMAG0056.JPG,"[0.646, 0.417, 0.114, 0.332]",0.966,warthog
7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,7824,14924,ENO_S1#D01#1#1529,3,ENO_S1/D01/D01_R1/ENO_S1_D01_R1_IMAG1648.JPG,ENO_S1,D01,1,1527,2018-10-09,13:03:14,31956497,1,1,1,0.11,0.0,1.0,0.0,0.0,0.0,0.89,0.9,0.47,11,,ENO_S1/D01/D01_R1/ENO_S1_D01_R1_IMAG1648.JPG,"[0.1, 0.363, 0.301, 0.36]",0.974,impala
3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,3942,6172,ENO_S1#B06#2#295,1,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0593.JPG,ENO_S1,B06,2,289,2018-11-12,18:37:47,31952825,1,1,1,0.11,0.0,0.89,0.0,0.0,0.0,,0.9,0.47,2,,ENO_S1/B06/B06_R2/ENO_S1_B06_R2_IMAG0593.JPG,"[0.027, 0.432, 0.246, 0.226]",0.847,warthog
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,269,ENO_S1#B02#1#77,2,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0222.JPG,ENO_S1,B02,1,74,2018-11-04,14:57:45,31878071,4,3,2,0.12,0.0,1.0,0.0,0.12,0.0,,0.8,0.99,2,,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0222.JPG,"[0.145, 0.22, 0.011, 0.011]",0.628,warthog
764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,854,ENO_S1#B02#1#238,1,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0612.JPG,ENO_S1,B02,1,235,2018-11-14,13:37:29,31877476,2,2,1,0.33,0.22,0.89,0.0,0.33,0.0,,0.9,0.66,2,,ENO_S1/B02/B02_R1/ENO_S1_B02_R1_IMAG0612.JPG,"[0.887, 0.251, 0.008, 0.008]",0.337,warthog
8462,8462,8462,8462,8462,8462,8462,8462,8462,8462,8462,8462,8462,8462,8462,8462,8462,19250,ENO_S1#D04#2#116,3,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0256.JPG,ENO_S1,D04,2,111,2018-10-29,13:09:02,31959808,4,4,3,1.0,1.0,0.0,0.0,0.0,0.0,,0.67,0.79,1,15.0,ENO_S1/D04/D04_R2/ENO_S1_D04_R2_IMAG0256.JPG,"[0.759, 0.15, 0.009, 0.015]",0.522,zebra
