,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,capture_id,image_rank_in_capture,image_path_rel,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index,labels,label,file,bbox,max_detection_conf,question__species
4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,4784,24116,KAR_S1#D04#1#222,2,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0643.JPG,KAR_S1,D04,1,222,2018-01-04,16:23:19,28735110,1,1,1,0.43,0.0,0.71,0.0,0.0,0.0,,,,0.78,0.76,45,25.0,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0643.JPG,"[0.142, 0.809, 0.273, 0.159]",0.953,bustard
3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,13222,KAR_S1#C02#1#750,1,KAR_S1/C02/C02_R1/KAR_S1_C02_R1_IMAG2036.JPG,KAR_S1,C02,1,750,2018-01-25,18:15:42,28809863,1,1,1,0.1,0.0,0.2,1.0,0.0,0.0,,,,1.0,0.0,42,16.0,KAR_S1/C02/C02_R1/KAR_S1_C02_R1_IMAG2036.JPG,"[0, 0.157, 0.724, 0.79]",0.975,gemsbok
4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,4366,23196,KAR_S1#D03#1#94,3,KAR_S1/D03/D03_R1/KAR_S1_D03_R1_IMAG0212.JPG,KAR_S1,D03,1,94,2017-12-09,06:08:30,28734744,1,1,1,0.2,0.0,0.0,1.0,0.0,0.0,,,,1.0,0.0,42,16.0,KAR_S1/D03/D03_R1/KAR_S1_D03_R1_IMAG0212.JPG,"[0.195, 0.355, 0.011, 0.014]",0.957,gemsbok
6241,6241,6241,6241,6241,6241,6241,6241,6241,6241,6241,6241,6241,6241,6241,6241,6241,32119,KAR_S1#E03#1#165,1,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0431.JPG,KAR_S1,E03,1,165,2018-02-02,15:54:08,28738452,1,1,1,0.1,0.0,1.0,0.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,8.0,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0431.JPG,"[0.403, 0.0, 0.597, 0.944]",0.978,kudu
2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,10055,KAR_S1#B03#1#320,2,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG0859.JPG,KAR_S1,B03,1,320,2017-12-18,21:59:07,28804466,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.8,0.58,38,0.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG0859.JPG,"[0.117, 0, 0.883, 0.966]",0.976,hartebeest
1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,8723,KAR_S1#B02#1#328,1,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0872.JPG,KAR_S1,B02,1,328,2018-01-25,10:09:46,28802674,2,2,2,0.4,0.0,0.6,0.2,0.6,0.0,,,,1.0,0.0,38,0.0,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0872.JPG,"[0.159, 0.494, 0.114, 0.04]",0.955,hartebeest
3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,10899,KAR_S1#B03#1#611,3,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1697.JPG,KAR_S1,B03,1,611,2018-01-29,00:25:30,28807255,1,1,1,0.8,0.2,0.0,0.0,0.0,0.1,,,,1.0,0.0,42,16.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1697.JPG,"[0, 0.007, 0.4, 0.96]",0.971,gemsbok
6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,6103,31971,KAR_S1#E03#1#107,1,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0283.JPG,KAR_S1,E03,1,107,2017-11-17,01:08:21,28738378,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.7,0.88,4,8.0,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0283.JPG,"[0.41, 0.001, 0.589, 0.768]",0.953,kudu
2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,2884,10568,KAR_S1#B03#1#496,2,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1369.JPG,KAR_S1,B03,1,496,2018-01-05,23:27:13,28805061,2,2,2,1.0,0.0,0.25,0.0,0.0,0.0,,,,0.8,0.58,38,0.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1369.JPG,"[0.199, 0.265, 0.78, 0.712]",0.965,hartebeest
5411,5411,5411,5411,5411,5411,5411,5411,5411,5411,5411,5411,5411,5411,5411,5411,5411,24863,KAR_S1#E01#1#206,2,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0491.JPG,KAR_S1,E01,1,206,2018-01-22,17:02:50,28735405,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,4,8.0,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0491.JPG,"[0.505, 0.152, 0.494, 0.816]",0.935,kudu
4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,24189,KAR_S1#D04#1#247,2,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0716.JPG,KAR_S1,D04,1,247,2018-01-27,09:16:54,28735135,4,3,3,0.4,0.0,0.1,1.0,0.1,0.0,,,,1.0,0.0,42,16.0,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0716.JPG,"[0.048, 0.139, 0.122, 0.298]",0.953,gemsbok
5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,5891,31749,KAR_S1#E03#1#24,2,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0061.JPG,KAR_S1,E03,1,24,2017-10-12,06:22:48,28738249,1,1,1,0.4,0.0,0.4,0.3,0.0,0.0,,,,1.0,0.0,42,16.0,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0061.JPG,"[0.623, 0.23, 0.309, 0.359]",0.918,gemsbok
2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,9897,KAR_S1#B03#1#265,3,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG0701.JPG,KAR_S1,B03,1,265,2017-12-11,21:48:42,28804273,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.9,0.47,38,0.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG0701.JPG,"[0.287, 0, 0.712, 0.966]",0.976,hartebeest
4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,23688,KAR_S1#D04#1#80,1,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0218.JPG,KAR_S1,D04,1,80,2017-12-05,09:27:21,28734968,1,1,1,0.3,0.0,0.3,0.7,0.0,0.0,,,,1.0,0.52,42,16.0,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0218.JPG,"[0.504, 0.18, 0.455, 0.508]",0.976,gemsbok
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,153,KAR_S1#A01#1#152,1,KAR_S1/A01/A01_R1/KAR_S1_A01_R1_IMAG00159.JPG,KAR_S1,A01,1,152,2017-12-26,19:55:52,28794631,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,34,3.0,KAR_S1/A01/A01_R1/KAR_S1_A01_R1_IMAG00159.JPG,"[0.279, 0.277, 0.13, 0.245]",0.967,ostrich
1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027,8111,KAR_S1#B02#1#103,1,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0263.JPG,KAR_S1,B02,1,103,2017-12-11,20:01:42,28801908,1,1,1,0.67,0.0,0.33,0.0,0.0,0.0,,,,0.9,0.47,42,16.0,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0263.JPG,"[0.619, 0.0, 0.381, 0.739]",0.978,gemsbok
6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,32081,KAR_S1#E03#1#150,2,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0393.JPG,KAR_S1,E03,1,150,2018-01-26,11:26:31,28738433,1,1,1,0.11,0.0,0.89,0.11,0.0,0.11,,,,0.9,0.47,4,8.0,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0393.JPG,"[0.493, 0.106, 0.507, 0.85]",0.95,kudu
1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,1128,8241,KAR_S1#B02#1#157,3,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0393.JPG,KAR_S1,B02,1,157,2018-01-06,07:16:41,28802085,1,1,1,0.2,0.0,1.0,0.2,0.0,0.0,1.0,,,0.5,0.86,18,18.0,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0393.JPG,"[0.218, 0.322, 0.188, 0.168]",0.972,steenbok
2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,2815,10496,KAR_S1#B03#1#473,2,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1300.JPG,KAR_S1,B03,1,473,2018-01-05,00:37:01,28804987,1,1,1,1.0,0.0,0.14,0.0,0.0,0.0,,,,0.88,0.54,38,0.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1300.JPG,"[0.301, 0.346, 0.017, 0.016]",0.885,hartebeest
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,414,KAR_S1#A02#1#43,2,KAR_S1/A02/A02_R1/KAR_S1_A02_R1_IMAG0108.JPG,KAR_S1,A02,1,43,2017-10-25,14:00:00,28794826,1,1,1,0.0,0.0,0.9,0.2,0.0,0.0,,,,1.0,0.0,42,16.0,KAR_S1/A02/A02_R1/KAR_S1_A02_R1_IMAG0108.JPG,"[0.253, 0.466, 0.032, 0.032]",0.975,gemsbok
837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,7898,KAR_S1#B02#1#18,1,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0050.JPG,KAR_S1,B02,1,18,2017-10-06,12:34:13,28801630,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.8,0.58,38,0.0,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0050.JPG,"[0.242, 0.128, 0.758, 0.838]",0.962,hartebeest
4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,24005,KAR_S1#D04#1#185,2,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0532.JPG,KAR_S1,D04,1,185,2017-12-25,07:39:14,28735073,1,1,1,0.2,0.0,0.6,0.7,0.0,0.0,,,,1.0,0.0,42,16.0,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0532.JPG,"[0.412, 0.12, 0.503, 0.692]",0.978,gemsbok
951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,951,8025,KAR_S1#B02#1#70,2,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0177.JPG,KAR_S1,B02,1,70,2017-12-01,05:40:37,28801804,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.6,0.97,18,18.0,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0177.JPG,"[0.639, 0.32, 0.149, 0.142]",0.945,steenbok
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,665,KAR_S1#A02#1#135,3,KAR_S1/A02/A02_R1/KAR_S1_A02_R1_IMAG0359.JPG,KAR_S1,A02,1,135,2017-12-29,11:40:44,28794918,1,1,1,0.1,0.0,0.9,0.0,0.0,0.0,,,,1.0,0.0,42,16.0,KAR_S1/A02/A02_R1/KAR_S1_A02_R1_IMAG0359.JPG,"[0.909, 0.485, 0.091, 0.248]",0.939,gemsbok
5454,5454,5454,5454,5454,5454,5454,5454,5454,5454,5454,5454,5454,5454,5454,5454,5454,24906,KAR_S1#E01#1#220,3,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0534.JPG,KAR_S1,E01,1,220,2018-01-25,09:58:38,28735419,1,1,1,0.44,0.0,0.33,0.44,0.0,0.0,,,,1.0,0.0,33,11.0,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0534.JPG,"[0, 0.205, 0.26, 0.336]",0.967,eland
2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,9531,KAR_S1#B03#1#132,2,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG0335.JPG,KAR_S1,B03,1,132,2017-11-21,17:39:43,28803845,1,1,1,0.14,0.0,0.86,0.0,0.0,0.0,,,,0.7,0.73,4,8.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG0335.JPG,"[0.01, 0.424, 0.025, 0.044]",0.935,kudu
3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,3235,10964,KAR_S1#B03#1#633,2,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1762.JPG,KAR_S1,B03,1,633,2018-01-29,01:10:50,28807322,2,2,1,0.6,0.1,0.7,0.0,0.0,0.0,,,,1.0,0.0,42,16.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1762.JPG,"[0, 0.073, 0.137, 0.894]",0.958,gemsbok
2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,2806,10481,KAR_S1#B03#1#468,2,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1285.JPG,KAR_S1,B03,1,468,2018-01-05,00:29:38,28804970,1,1,1,0.33,0.67,0.0,0.0,0.0,0.0,,,,0.86,0.59,38,0.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1285.JPG,"[0.002, 0.417, 0.996, 0.554]",0.612,hartebeest
5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,24444,KAR_S1#E01#1#28,1,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0072.JPG,KAR_S1,E01,1,28,2017-10-11,10:00:17,28735227,1,1,1,0.14,0.0,1.0,0.0,0.0,0.14,,,,0.7,0.68,4,8.0,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0072.JPG,"[0.218, 0.11, 0.432, 0.818]",0.974,kudu
2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693,10356,KAR_S1#B03#1#426,3,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1160.JPG,KAR_S1,B03,1,426,2018-01-04,22:53:17,28804815,1,1,1,0.2,0.0,1.0,0.0,0.1,0.0,,,,1.0,0.0,38,0.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1160.JPG,"[0.441, 0.086, 0.559, 0.88]",0.98,hartebeest
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,483,KAR_S1#A02#1#71,1,KAR_S1/A02/A02_R1/KAR_S1_A02_R1_IMAG0177.JPG,KAR_S1,A02,1,71,2017-12-02,14:41:48,28794854,1,1,1,0.14,0.0,1.0,0.0,0.0,0.0,1.0,,,0.7,0.88,4,8.0,KAR_S1/A02/A02_R1/KAR_S1_A02_R1_IMAG0177.JPG,"[0.105, 0, 0.895, 0.966]",0.98,kudu
4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,4726,23989,KAR_S1#D04#1#180,1,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0516.JPG,KAR_S1,D04,1,180,2017-12-23,16:19:05,28735068,1,1,1,0.3,0.0,0.8,0.0,0.0,0.0,,,,1.0,0.0,42,16.0,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0516.JPG,"[0, 0, 0.777, 0.965]",0.979,gemsbok
6238,6238,6238,6238,6238,6238,6238,6238,6238,6238,6238,6238,6238,6238,6238,6238,6238,32116,KAR_S1#E03#1#164,1,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0428.JPG,KAR_S1,E03,1,164,2018-02-02,14:59:39,28738451,1,1,1,0.29,0.0,0.86,0.0,0.0,0.0,,,,0.7,0.68,4,8.0,KAR_S1/E03/E03_R1/KAR_S1_E03_R1_IMAG0428.JPG,"[0, 0.009, 0.641, 0.911]",0.982,kudu
4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,4780,24109,KAR_S1#D04#1#220,1,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0636.JPG,KAR_S1,D04,1,220,2018-01-03,07:39:36,28735108,1,1,1,0.2,0.0,0.2,1.0,0.0,0.0,1.0,,,0.5,0.88,18,18.0,KAR_S1/D04/D04_R1/KAR_S1_D04_R1_IMAG0636.JPG,"[0.151, 0.494, 0.005, 0.009]",0.911,steenbok
1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,8270,KAR_S1#B02#1#170,1,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0422.JPG,KAR_S1,B02,1,170,2018-01-12,06:47:48,28802126,1,1,1,0.22,0.0,0.11,0.67,0.0,0.0,,,,0.9,0.47,33,11.0,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0422.JPG,"[0.592, 0.154, 0.298, 0.412]",0.982,eland
1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,1146,8260,KAR_S1#B02#1#165,2,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0412.JPG,KAR_S1,B02,1,165,2018-01-08,12:12:11,28802111,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,1.0,0.0,18,18.0,KAR_S1/B02/B02_R1/KAR_S1_B02_R1_IMAG0412.JPG,"[0.267, 0.07, 0.034, 0.073]",0.978,steenbok
4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,4033,22716,KAR_S1#D01#1#79,3,KAR_S1/D01/D01_R1/KAR_S1_D01_R1_IMAG0215.JPG,KAR_S1,D01,1,79,2017-12-07,05:17:05,28734548,4,2,1,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.6,0.79,4,8.0,KAR_S1/D01/D01_R1/KAR_S1_D01_R1_IMAG0215.JPG,"[0, 0.517, 0.04, 0.261]",0.815,kudu
5238,5238,5238,5238,5238,5238,5238,5238,5238,5238,5238,5238,5238,5238,5238,5238,5238,24659,KAR_S1#E01#1#115,3,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0287.JPG,KAR_S1,E01,1,115,2017-11-27,15:42:09,28735314,1,1,1,0.22,0.0,0.89,0.0,0.0,0.0,,,,0.9,0.47,33,11.0,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0287.JPG,"[0, 0, 0.383, 0.822]",0.983,eland
2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,10644,KAR_S1#B03#1#520,3,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1442.JPG,KAR_S1,B03,1,520,2018-01-06,00:01:13,28805138,3,2,2,0.89,0.78,0.0,0.0,0.0,0.11,,,,0.9,0.47,38,0.0,KAR_S1/B03/B03_R1/KAR_S1_B03_R1_IMAG1442.JPG,"[0.27, 0.726, 0.196, 0.242]",0.979,hartebeest
5760,5760,5760,5760,5760,5760,5760,5760,5760,5760,5760,5760,5760,5760,5760,5760,5760,27838,KAR_S1#E02#1#973,3,KAR_S1/E02/E02_R1/KAR_S1_E02_R1_IMAG2909.JPG,KAR_S1,E02,1,973,2017-12-05,06:26:24,28736401,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,34,3.0,KAR_S1/E02/E02_R1/KAR_S1_E02_R1_IMAG2909.JPG,"[0, 0.4, 0.062, 0.097]",0.863,ostrich
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,365,KAR_S1#A02#1#23,1,KAR_S1/A02/A02_R1/KAR_S1_A02_R1_IMAG0059.JPG,KAR_S1,A02,1,23,2017-10-13,08:55:23,28794806,1,1,1,0.0,0.0,1.0,0.0,0.0,0.11,1.0,,,0.9,0.47,4,8.0,KAR_S1/A02/A02_R1/KAR_S1_A02_R1_IMAG0059.JPG,"[0.222, 0.479, 0.186, 0.186]",0.956,kudu
5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,5075,24480,KAR_S1#E01#1#40,3,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0108.JPG,KAR_S1,E01,1,40,2017-10-22,07:18:31,28735239,1,1,1,0.8,0.0,0.0,0.2,0.0,0.0,,,,0.5,0.86,4,8.0,KAR_S1/E01/E01_R1/KAR_S1_E01_R1_IMAG0108.JPG,"[0, 0.016, 0.31, 0.93]",0.987,kudu
